,BuildingID,County,Type,Year,RatingType,EnergyRatingCat,EnergyRatingCont,GroundFloorArea,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,AvgDoorU,ExposedWallArea,ExposedRoofArea,TotFloorArea,TotWindowArea,TotDoorArea,NStoreys,MainSHFuel,MainWHFuel,MainSHEfficiency,SharedMPRN,BuildingReg,MainSHAdj,SecSHFrac,SecSHEfficiency,MainWHEfficiency,MainWHAdj,SecSHFuel,SecWHFuel,NChimneys,NOpenFlues,NFansVents,DLobby,VentMethod,WallStructure,SuspWoodFloor,PercDraughtStripped,NShelteredSides,PermTest,PermTestResult,TempAdj,ControlCat,ResponseCat,NCHPumps,BoilerStat1,BoilerStat2,OilPumpIn,NGasFans,WarmAir,Underfloor,DistLoss,StorageLoss,DeclaredLoss,SolarWaterHeating,SummerElectricImm,Combi,KeepHot,VolWaterStorage,TempFac,TempFacMult,HWInsulationType,HWInsulationThickness,PrimaryLoss,AreaAperture,ZeroLossCollEff,CollHeatLoss,SolarRadiation,Overshading,CylinderThermostat,DedicatedSolarVol,CombiCylinder,SolarPumpElect,SolarPumpPower,Charging,SolarHeatFrac,LightingEnergy,PumpsAndFansEnergy,MainWaterEnergy,MainSpaceEnergy,PrimaryLightingEnergy,PrimaryPumpsFansEnergy,PrimaryMainWaterEnergy,PrimaryMainSpaceEnergy,LightingCO2,PumpsAndFansCO2,MainWaterCO2,MainSpaceCO2,AreaGroundFloor,HeightGroundFloor,AreaFirstFloor,HeightFirstFloor,AreaSecondFloor,BridgingFac,MassCat,LargestRoofTypeArea,LargestRoofType,PercLowEnergy,TotEnergy,SecSpaceEnergy,SecWaterEnergy,PercLivingArea,SecSpaceCO2,SecWaterCO2,SecSpacePrimaryEnergy,SecWaterPrimaryEnergy,UpgradeHES,RoofAreaRoom,RatingPurpose,AssessmentDate,FirstEnerType,FirstEnerTypeDescr,ProdFirstEnerComment,ProdFirstEnerDelivered,ProdFirstEnerConvFac,ConsFirstEnerComment,SecondEnerTypeDescr,ProdSecondEnerComment,ProdSecondEnerDelivered,ProdSecondEnerConvFac,ConsSecondEnerComment,ThirdEnerTypeDescr,ProdThirdEnerComment,ProdThirdEnerDelivered,ProdThirdEnerConvFac,ConsThirdEnerComment,FuelTypeFirstBoiler,EffFirstHeatGenPlant,PercFirstHeat,FuelTypeSecondBoiler,EffSecondHeatGenPlant,PercSecondHeat,FuelTypeThirdBoiler,EffThirdHeatGenPlant,PercThirdHeat,HeatingSystemSolarSpace,TotPrimaryEnergyFac,TotCO2Emissions,PrimaryEnergySecondarySpace,EnergyMainWater
96,519050,Dublin 3,Mid-terrace house,Y1988.0,Existing       ,C2,178.47,104.73 sq. m,0.33,0.16,0.48,1.9,3.0,71.26,36.89,36.89,14.43,1.14,3.0,Mains Gas                     ,Mains Gas                     ,,NO,0.0,0.95,0.1,20.0,65.0,0.95,2.0,28.0,1.0,1.0,1.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,343.73699999999997,YES,NO ,NO ,YES,None                          ,None                          ,90.0,0.6,1.3,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,472.594,175.0,4352.648,6542.196,1276.004,472.5,4787.913,7196.416,303.878,112.525,883.5880000000001,1328.066,36.89,2.39,33.92,2.67,0.0,0.15,Medium              ,33.92,,100.0,14709.813999999998,2246.154,921.222,14.7427%,455.969,592.346,2470.769,2487.299,0.0,0.0,Social housing letting,Apr  8 2015 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2470.769,3917.3832
97,62100,Dublin 13,Top-floor apartment,Y2005.0,Existing       ,C1,174.54,nan sq. m,0.37,0.25,0.0,2.7,0.0,37.28,65.0,0.0,16.0,0.0,3.0,Mains Gas                     ,Mains Gas                     ,81.3,NO,1.0,1.0,0.0,0.0,81.3,1.0,1.0,28.0,0.0,0.0,2.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,255.019,YES,NO ,NO ,NO ,None                          ,None                          ,100.0,0.6,0.9,Factory Insulated             ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,586.625,175.0,3333.486,5110.849,1583.888,472.5,3666.835,5621.934,377.2,112.525,676.698,1037.502,65.0,2.5,0.0,0.0,0.0,0.15,Medium              ,65.0,roof                          ,0.0,9205.96,0.0,0.0,39.6615%,0.0,0.0,,0.0,0.0,0.0,Unknown,Oct  7 2009 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,3000.1374
98,309706,Galway City,Mid-terrace house,Y1990.0,Existing       ,D2,293.58,87.87 sq. m,0.6,0.4,0.48,2.8,3.0,55.56,44.57,44.57,9.62,1.8,2.0,Electricity                   ,Electricity                   ,100.0,NO,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.3,3.0,4.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,307.27,YES,NO ,NO ,NO ,None                          ,None                          ,120.0,0.6,1.17,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,495.642,0.0,3768.4640000000004,5290.2919999999995,1338.233,0.0,10174.853000000001,14283.788,318.698,0.0,2423.1220000000003,3401.658,44.57,2.5,43.3,2.68,0.0,0.15,Medium              ,44.57,,75.0,9554.398000000001,0.0,0.0,21.5887%,0.0,0.0,0.0,0.0,0.0,0.0,Private Letting,Jan 22 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,0.0,3391.6176
99,339381,Co. Dublin,Mid-terrace house,Y1985.0,Existing       ,D1,257.1,79.43 sq. m,0.6,0.41,0.64,2.8,3.0,46.3,40.96,40.93,12.63,1.85,2.0,Mains Gas                     ,Mains Gas                     ,91.3,NO,0.0,0.95,0.1,30.0,91.3,0.95,8.0,28.0,1.0,0.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,90.0,3.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,288.33,YES,NO ,NO ,YES,None                          ,None                          ,72.0,0.6,1.3,Loose Jacket                  ,0.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,716.8560000000001,175.0,4744.651,5660.6359999999995,1935.511,472.5,5219.116,6226.7,460.93800000000005,112.525,963.164,1149.109,40.93,2.43,38.5,2.71,0.0,0.15,Medium              ,38.5,Original trussed roof with con,0.0,14739.161,1817.693,1624.325,22.3467%,712.5360000000001,1044.441,2181.232,4385.678,0.0,0.0,Private Letting,May 15 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2181.232,4270.1859
100,398088,Dublin 4,Semi-detached house,Y1990.0,Existing       ,F ,382.9,81.81 sq. m,0.6,0.4,0.51,2.29,1.71,81.83,33.21,49.78,47.46,2.32,2.0,Electricity                   ,Electricity                   ,,NO,0.0,1.0,0.1,30.0,100.0,1.0,8.0,1.0,1.0,0.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,92.0,4.0,NO,0.0,0.3,2.0,1.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,293.72900000000004,YES,NO ,NO ,NO ,None                          ,None                          ,117.0,0.6,1.0,Factory Insulated             ,35.0,Electric immersion heater     ,,,,,,NO ,,NO ,,NO ,NO ,,653.427,0.0,2458.194,7290.213000000001,1764.253,0.0,6637.124,,420.154,0.0,1580.619,4687.607,49.77,2.65,32.04,2.74,0.0,0.15,Medium-high         ,31.575,Attic                         ,23.0,13101.913,2700.079,0.0,33.8223%,1058.431,0.0,3240.095,0.0,0.0,0.0,Sale,Jan 17 2014 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,3240.095,2212.3746
101,220826,Co. Carlow,Semi-detached house,Y2000.0,Existing       ,C3,203.75,120.08 sq. m,0.29,0.13,0.41,2.73,3.0,103.82,70.57,70.57,20.01,3.36,2.0,Mains Gas                     ,Mains Gas                     ,78.1,NO,0.0,0.95,0.1,20.0,78.1,0.95,2.0,1.0,1.0,0.0,3.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,375.55300000000005,YES,NO ,NO ,NO ,None                          ,None                          ,96.0,0.6,1.3,Factory Insulated             ,25.0,Boiler with insulated primary ,,,,,,NO ,,NO ,,NO ,NO ,,541.861,175.0,5072.696,10913.1,1463.025,472.5,5579.965999999999,12004.41,348.417,112.525,1029.757,2215.359,70.57,2.47,49.51,2.66,0.0,0.15,Medium              ,70.57,,100.0,21201.28,4498.623,0.0,16.8221%,913.22,0.0,4948.485,0.0,1.0,0.0,Unknown,Oct 17 2011 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4948.485,4565.4264
102,324190,Co. Dublin,Mid-floor apartment,Y1909.0,Existing       ,D1,237.46,34.08 sq. m,1.64,0.0,0.0,3.84,3.0,11.18,0.0,0.0,4.8,2.01,1.0,Mains Gas                     ,Mains Gas                     ,,NO,0.0,1.0,0.1,30.0,77.2,1.0,8.0,1.0,1.0,0.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,4.0,NO,0.0,0.0,1.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,179.425,YES,NO ,NO ,NO ,None                          ,None                          ,90.0,0.6,1.3,Loose Jacket                  ,40.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,307.572,175.0,4295.552,1430.976,830.444,472.5,4725.107,1574.0739999999998,197.769,112.525,871.997,290.488,34.08,2.38,0.0,0.0,0.0,0.15,Medium              ,,,0.0,6618.253000000001,409.153,0.0,43.3392%,160.388,0.0,490.98400000000004,0.0,0.0,0.0,Social housing letting,Mar 13 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,490.98400000000004,3865.9968
103,633283,Dublin 14,Semi-detached house,Y1978.0,Existing       ,C3,207.81,122.01 sq. m,1.05,0.26,0.56,2.28,3.0,98.71,71.36,68.48,23.59,1.85,2.0,Mains Gas                     ,Mains Gas                     ,91.0,NO,0.0,0.95,0.1,30.0,91.0,0.95,8.0,1.0,1.0,0.0,7.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.0,2.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,379.374,,,,,,,,,,,,,,,,,,NO ,,NO ,,NO ,NO ,,1073.612,175.0,2925.578,12637.416000000001,2898.752,472.5,3218.136,13901.158000000001,690.3330000000001,112.525,593.8919999999999,2565.395,68.48,2.49,53.53,2.67,0.0,0.15,Medium              ,53.71,Mai Roof                      ,5.0,20860.26,4048.6540000000005,0.0,16.7199%,1587.0720000000001,0.0,4858.385,0.0,1.0,0.0,Private Letting,Mar 14 2016 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4858.385,2633.0202
104,320400,Co. Louth,Detached house,Y1974.0,Existing       ,D2,289.43,nan sq. m,1.1,0.4,0.73,3.16,3.0,76.01,106.07,106.07,22.72,1.85,1.0,Heating Oil                   ,Heating Oil                   ,85.5,NO,0.0,0.95,0.1,30.0,85.5,0.95,8.0,28.0,0.0,1.0,2.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,85.0,2.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,346.56199999999995,YES,NO ,NO ,YES,None                          ,None                          ,95.0,0.6,1.3,Loose Jacket                  ,40.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,866.34,230.0,3654.509,14280.357,2339.118,621.0,4019.96,15708.393,557.057,147.89,994.0260000000001,3884.257,106.07,2.37,0.0,0.0,0.0,0.15,Low                 ,106.07,,19.0,24385.327,4294.685,1059.4360000000001,17.0265%,1683.517,681.217,5153.622,2860.4770000000003,0.0,0.0,Private Letting,Mar  2 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,5153.622,3289.0581
105,590736,Co. Sligo,Top-floor apartment,Y2005.0,Existing       ,D1,234.65,53.77 sq. m,0.67,0.25,0.0,2.7,1.36,27.7,53.77,0.0,8.7,1.75,1.0,Electricity                   ,Electricity                   ,,NO,0.0,1.0,0.1,100.0,100.0,1.0,28.0,1.0,0.0,0.0,2.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.3,3.0,2.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,228.187,YES,NO ,NO ,NO ,None                          ,None                          ,113.0,0.6,1.0,Factory Insulated             ,30.0,Electric immersion heater     ,,,,,,NO ,,NO ,,NO ,NO ,,485.274,0.0,2021.246,1949.842,1310.24,0.0,5457.3640000000005,5264.573,312.031,0.0,1299.661,1253.748,53.77,2.37,0.0,0.0,0.0,0.15,Medium-low          ,53.77,FLAT ROOF                     ,0.0,4673.0109999999995,216.649,0.0,47.945%,139.305,0.0,584.952,0.0,0.0,0.0,Sale,Jan 13 2016 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,584.952,1819.1214
106,606717,Dublin 15,Semi-detached house,Y2015.0,Final          ,A3,50.9,174.84 sq. m,0.15,0.14,0.12,1.41,2.0,125.52,94.77,91.29,32.15,2.25,2.0,Mains Gas                     ,Mains Gas                     ,,NO,3.0,0.9690000000000001,0.0,0.0,90.3,0.9690000000000001,1.0,1.0,0.0,0.0,1.0,NO,Bal.whole mech.vent heat recvr,Masonry                       ,No                            ,100.0,1.0,YES,0.135,0.0,3.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,477.314,,,,,,,,,,,,,,,,,,NO ,,NO ,,NO ,NO ,,788.966,757.0189999999999,48008806.892,-48009966.936000004,2130.208,2043.951,52809687.581,-52810963.63,507.305,486.76300000000003,9745787.799,-9746023.287999999,91.29,2.59,83.55,2.88,0.0,0.08,Medium              ,88.3,attic roof                    ,100.0,385.941,0.0,0.0,18.3825%,0.0,0.0,0.0,0.0,0.0,0.0,Sale,Mar 21 2016 12:00AM,2.0,Renewable Electrical,Solar PV,723.0,2.45,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,0.0,43207926.2028
107,403887,Co. Cork,Semi-detached house,Y2000.0,Existing       ,C2,194.33,160.6 sq. m,0.27,0.13,0.41,3.1,3.0,154.89,81.77,76.74,26.43,3.7,3.0,Mains Gas                     ,Mains Gas                     ,78.3,NO,0.0,0.95,0.1,30.0,78.3,0.95,6.0,1.0,1.0,1.0,2.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,452.559,YES,NO ,NO ,NO ,None                          ,None                          ,110.0,0.6,1.17,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1087.0610000000001,175.0,6368.3,14815.844,2935.065,472.5,7005.13,16297.428,698.98,112.525,1292.765,3007.616,76.76,2.45,60.84,2.7,23.0,0.15,Medium              ,81.77,,50.0,26528.792999999998,4082.5879999999997,0.0,12.4533%,1473.8139999999999,0.0,4490.847,0.0,1.0,0.0,Grant Support,Feb  5 2014 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4490.847,5731.47
108,272487,Dublin 15,Mid-floor apartment,Y1999.0,Existing       ,D1,239.46,nan sq. m,0.85,0.0,0.0,3.1,3.0,34.77,0.0,0.0,11.43,1.82,1.0,Electricity                   ,Electricity                   ,100.0,NO,0.0,1.0,0.15,100.0,100.0,1.0,28.0,1.0,0.0,0.0,3.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.3,3.0,4.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,253.523,YES,NO ,NO ,NO ,None                          ,None                          ,83.0,0.6,1.0,Factory Insulated             ,35.0,Electric immersion heater     ,,,,,,NO ,,NO ,,NO ,NO ,,581.029,0.0,2190.155,2497.8160000000003,1568.7779999999998,0.0,5913.419,6744.103,373.602,0.0,1408.27,1606.096,64.38,2.45,0.0,0.0,0.0,0.15,Medium              ,,,0.0,5709.791,440.791,0.0,41.3327%,283.42900000000003,0.0,1190.136,0.0,0.0,0.0,Social housing letting,Jul  8 2012 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,1190.136,1971.1395
109,97595,Co. Cork,House,Y2007.0,Existing       ,B2,124.53,222.5 sq. m,0.37,0.22,0.34,2.0,3.0,180.0,96.0,112.0,43.2,1.85,2.0,Electricity                   ,Electricity                   ,350.0,NO,1.0,0.7,0.1,30.0,350.0,1.0,15.0,1.0,1.0,0.0,3.0,NO,Natural vent.,Timber or Steel Frame         ,No                            ,100.0,3.0,NO,0.0,0.0,3.0,3.0,3.0,YES,NO ,NO ,0.0,NO ,YES,551.3290000000001,YES,NO ,YES,NO ,None                          ,None                          ,500.0,0.6,0.9,Factory Insulated             ,50.0,Boiler with insulated primary ,3.0,0.75,6.0,1021.0,1.0,YES,150.0,YES,75.0,NO ,NO ,,1957.861,390.0,1081.579,4986.738,5286.225,1053.0,2920.263,13464.193000000001,1258.905,250.77,695.455,3206.473,112.0,2.65,110.5,2.6,0.0,0.15,Low                 ,56.0,,5.0,12941.181,4525.003,0.0,14.6966%,1669.726,0.0,4977.503,0.0,0.0,0.0,Unknown,May  7 2010 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4977.503,973.4211
110,620555,Dublin 7,Mid-floor apartment,Y2004.0,Existing       ,E1,338.57,56.0 sq. m,0.97,0.0,1.0,2.0,1.36,31.41,0.0,56.0,13.73,1.67,1.0,Electricity                   ,Electricity                   ,100.0,NO,0.0,1.0,0.1,100.0,100.0,1.0,28.0,1.0,0.0,0.0,2.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.0,3.0,2.0,0.0,NO ,NO ,NO ,0.0,NO ,NO ,233.58700000000002,YES,NO ,NO ,NO ,None                          ,None                          ,117.0,0.6,1.0,Factory Insulated             ,40.0,Electric immersion heater     ,,,,,,NO ,,NO ,,NO ,NO ,,505.4,0.0,2007.244,4058.594,1364.58,0.0,5419.559,10958.204,324.972,0.0,1290.6580000000001,2609.676,56.0,2.44,0.0,0.0,0.0,0.15,Medium              ,,,0.0,7022.193,450.955,0.0,52.6964%,289.964,0.0,1217.579,0.0,0.0,0.0,Sale,May 12 2016 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,1217.579,1806.5196
111,199860,Co. Offaly,Semi-detached house,Y1955.0,Existing       ,E1,320.68,73.78 sq. m,1.56,0.68,0.73,2.75,3.0,75.42,38.0,37.0,14.05,1.85,2.0,Heating Oil                   ,Heating Oil                   ,83.0,NO,0.0,0.95,0.1,60.0,83.0,0.95,5.0,1.0,2.0,0.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.45,1.0,1.0,1.0,YES,YES,NO ,0.0,NO ,NO ,275.454,YES,NO ,NO ,NO ,None                          ,None                          ,100.0,0.6,0.9,Factory Insulated             ,50.0,Boiler with insulated primary ,,,,,,NO ,,NO ,,NO ,NO ,,665.8639999999999,230.0,3292.781,13976.063,1797.8329999999999,621.0,3622.059,15373.669,428.151,147.89,895.6360000000001,3801.489,36.89,2.54,36.89,2.44,0.0,0.15,Medium-high         ,38.0,Roof with origional insulation,0.0,20206.766,2042.058,0.0,19.5446%,555.44,0.0,2246.264,0.0,1.0,0.0,Unknown,Aug  2 2011 12:00AM,3.0,Not Renewable,,0.0,0.0,,Not Renewable,,0.0,0.0,,Not Renewable,,0.0,0.0,,,,,,,,,,,,,,2246.264,2963.5029
112,40287,Dublin 9,Semi-detached house,Y1993.0,Existing       ,D2,294.7,89.07 sq. m,0.6,0.4,0.57,2.7,3.0,83.28,53.68,48.1,16.26,1.85,2.0,Mains Gas                     ,Mains Gas                     ,72.0,NO,0.0,1.0,0.1,20.0,72.0,1.0,2.0,28.0,1.0,0.0,10.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,2.0,NO,0.0,0.0,1.0,1.0,1.0,YES,NO ,NO ,1.0,NO ,NO ,309.928,YES,NO ,NO ,YES,None                          ,None                          ,100.0,0.6,1.3,Loose Jacket                  ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,803.857,175.0,3988.533,10705.622,2170.4139999999998,472.5,4387.3859999999995,,516.88,112.525,809.672,2173.241,48.1,2.46,40.97,2.67,0.0,0.15,Medium              ,40.77,Main                          ,0.0,20967.102,4282.249,1011.841,16.7621%,869.297,650.614,4710.474,2731.9709999999995,0.0,0.0,Unknown,Apr 20 2009 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,4710.474,3589.6797
113,628797,Co. Kildare,Semi-detached house,Y1986.0,Existing       ,D2,266.54,72.64 sq. m,0.65,0.49,0.57,2.8,2.41,39.69,92.81,52.9,10.52,3.5,2.0,Mains Gas                     ,Mains Gas                     ,78.0,NO,0.0,0.95,0.1,55.0,78.0,0.95,6.0,28.0,1.0,0.0,1.0,NO,Natural vent.,Masonry                       ,No                            ,88.0,3.0,NO,0.0,0.6,1.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,272.795,YES,NO ,NO ,NO ,None                          ,None                          ,95.0,0.6,1.3,Loose Jacket                  ,70.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,560.5169999999999,175.0,4910.44,9468.375,1513.396,472.5,5401.484,10415.213,360.412,112.525,996.819,1922.08,52.9,2.48,0.0,0.0,0.0,0.15,Medium-low          ,59.644,Room in Roof                  ,29.0,16531.718999999997,1417.3870000000002,0.0,24.0363%,511.67699999999996,0.0,1559.126,0.0,0.0,19.74,Sale,Jun  9 2016 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,1559.126,4419.396
114,478100,Co. Kerry,Semi-detached house,Y1996.0,Existing       ,D2,260.23,88.0 sq. m,,0.13,0.41,2.8,3.0,84.16,44.0,44.0,11.09,2.79,2.0,Solid Multi-Fuel              ,Solid Multi-Fuel              ,55.0,NO,0.0,1.0,0.1,30.0,55.0,1.0,15.0,28.0,1.0,1.0,0.0,NO,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.6,1.0,3.0,1.0,NO ,NO ,NO ,0.0,NO ,NO ,307.519,YES,NO ,NO ,YES,None                          ,None                          ,119.0,0.6,1.3,Factory Insulated             ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,397.1,130.0,4592.698,10687.291000000001,1072.17,351.0,5051.968,11756.02,255.335,83.59,1694.7060000000001,3943.61,44.0,2.45,44.0,2.65,0.0,0.15,Medium              ,44.0,,100.0,18825.671000000002,2177.041,841.541,16.0%,803.328,541.111,2394.745,2272.161,0.0,0.0,Social housing letting,Oct 31 2014 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,2394.745,4133.4282
115,94409,Co. Dublin,Detached house,Y1964.0,Existing       ,E2,348.33,162.15 sq. m,1.6,0.49,0.65,3.76,3.35,187.19,80.78,80.78,25.28,3.46,2.0,Heating Oil                   ,Heating Oil                   ,70.0,NO,0.0,1.0,0.1,30.0,70.0,1.0,15.0,28.0,2.0,0.0,0.0,NO,Natural vent.,Masonry                       ,Yes (Unsealed)                ,100.0,2.0,NO,0.0,0.0,1.0,1.0,1.0,YES,YES,NO ,0.0,NO ,NO ,455.3,YES,NO ,NO ,NO ,None                          ,None                          ,190.0,0.6,1.3,Loose Jacket                  ,50.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1463.404,230.0,7221.906999999999,31738.892999999996,3951.191,621.0,7944.098000000001,34912.782,940.9689999999999,147.89,1964.359,8632.979,80.78,2.63,81.37,2.83,0.0,0.15,Medium-low          ,71.76,,0.0,48882.806,8228.601999999999,0.0,14.1597%,3036.3540000000003,0.0,,0.0,0.0,0.0,Unknown,Apr 20 2010 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,6499.7163
116,364438,Dublin 24,Detached house,Y1981.0,Existing       ,D1,232.22,nan sq. m,0.44,0.18,0.48,2.7,3.0,77.49,121.68,121.68,26.3,1.85,1.0,Mains Gas                     ,Mains Gas                     ,78.0,NO,0.0,0.95,0.1,20.0,78.0,0.95,2.0,28.0,1.0,0.0,3.0,YES,Natural vent.,Masonry                       ,No                            ,100.0,3.0,NO,0.0,0.0,2.0,1.0,1.0,NO ,NO ,NO ,1.0,NO ,NO ,378.71,YES,NO ,NO ,YES,None                          ,None                          ,120.0,0.6,1.3,Loose Jacket                  ,30.0,Boiler with uninsulated primar,,,,,,NO ,,NO ,,NO ,NO ,,1098.162,175.0,4290.108,10921.731000000002,2965.0370000000003,472.5,4719.119000000001,12013.903999999999,706.118,112.525,870.8919999999999,2217.111,121.68,2.45,0.0,0.0,0.0,0.15,Medium              ,69.77,ceiling                       ,0.0,22144.276,4496.113,1163.162,19.88%,912.711,747.913,,3140.5370000000003,0.0,0.0,Private Letting,Sep  4 2013 12:00AM,1.0,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,Renewable Thermal,,0.0,0.0,,,,,,,,,,,,,,,3861.0972
