BuildingID,Year,EnergyRatingCat,EnergyRatingCont,GroundFloorArea,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,AvgDoorU,ExposedWallArea,ExposedRoofArea,TotFloorArea,TotWindowArea,TotDoorArea,NStoreys,MainSHFuel,MainWHFuel,MainSHEfficiency,BuildingReg,MainSHAdj,SecSHFrac,SecSHEfficiency,MainWHEfficiency,MainWHAdj,SecSHFuel,SecWHFuel,NChimneys,NOpenFlues,NFansVents,PercDraughtStripped,NShelteredSides,PermTestResult,TempAdj,ControlCat,ResponseCat,NCHPumps,NGasFans,DistLoss,VolWaterStorage,TempFac,TempFacMult,HWInsulationThickness,LightingEnergy,PumpsAndFansEnergy,MainWaterEnergy,PrimaryLightingEnergy,PrimaryPumpsFansEnergy,PrimaryMainWaterEnergy,PrimaryMainSpaceEnergy,LightingCO2,PumpsAndFansCO2,MainWaterCO2,MainSpaceCO2,AreaGroundFloor,HeightGroundFloor,AreaFirstFloor,HeightFirstFloor,AreaSecondFloor,BridgingFac,LargestRoofTypeArea,PercLowEnergy,TotEnergy,SecSpaceEnergy,SecWaterEnergy,SecSpaceCO2,SecWaterCO2,SecSpacePrimaryEnergy,SecWaterPrimaryEnergy,UpgradeHES,RoofAreaRoom,FirstEnerType,ProdFirstEnerDelivered,ProdFirstEnerConvFac,ProdSecondEnerDelivered,ProdSecondEnerConvFac,ProdThirdEnerDelivered,ProdThirdEnerConvFac,PrimaryEnergySecondarySpace,EnergyMainWater,MainSHFuel_cat,MainWHFuel_cat
6255,2008,C2,180.15,70.92,0.37,0.31,0.19,1.6,2.2,60.66,36.08,36.08,10.95,1.89,2.0,Mains Gas,Mains Gas,78.1,1.0,1.02,0.1,30.0,78.1,1.02,15.0,28.0,1.0,0.0,6.0,100.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,268.808,150.0,0.6,0.9,50.0,640.053,175.0,3517.429,1728.1429999999998,472.5,3869.172,5177.401,411.55400000000003,112.525,714.038,955.466,36.08,2.44,34.84,2.8,1.7228485697139417,0.11,34.84,0.0,10428.565999999999,1389.356,0.0,512.672,0.0,1528.2920000000001,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.2920000000001,3165.6861,5,6
516747,1996,C3,220.94,121.41,0.55,0.26,0.47,2.91,3.63,153.5,66.69,66.69,20.41,5.93,2.0,Mains Gas,Mains Gas,91.0,0.0,1.0,0.1,20.0,91.0,1.0,2.0,1.0,1.0,0.0,1.0,95.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,378.211,117.0,0.6,0.9,30.0,1024.503,175.0,3990.558,2766.158,472.5,4389.6140000000005,12749.462,658.755,112.525,810.0830000000001,2352.855,66.69,2.44,54.72,2.69,1.7228485697139417,0.15,66.69,13.0,22640.082000000002,5859.601,0.0,1189.499,0.0,6445.561,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6445.561,3591.5022,5,6
483797,1956,D2,292.17,70.68,0.3,0.13,0.61,2.2,3.0,42.96,35.34,35.34,11.02,4.73,2.0,Manufactured Smokeless Fuel,Electricity,55.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,2.0,0.0,0.3,2.0,3.0,1.0,0.0,268.31,84.0,0.6,1.0,10.0,318.944,130.0,3588.732,861.1489999999999,351.0,9689.576,9748.038,205.081,83.59,2307.555,3184.3590000000004,35.34,2.46,35.34,2.69,1.7228485697139417,0.15,35.34,100.0,12161.041000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.8588,6,3
417959,2001,D2,272.99,81.5,0.3,0.13,0.44,2.8,3.0,81.55,40.75,40.75,9.97,3.7,2.0,Solid Multi-Fuel,Solid Multi-Fuel,55.0,0.0,1.0,0.1,100.0,55.0,1.0,28.0,28.0,1.0,0.0,2.0,100.0,2.0,0.0,0.6,1.0,3.0,1.0,0.0,292.982,96.0,0.6,1.3,50.0,551.653,130.0,4352.82,1489.463,351.0,4788.102,11759.485,354.713,83.59,1606.191,3944.7729999999997,40.75,2.45,40.75,2.68,1.7228485697139417,0.15,40.75,50.0,17154.779,653.305,776.56,420.075,499.32800000000003,1763.924,2096.712,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.924,3917.538,9,10
318982,2002,C1,155.74,122.85,0.24,0.13,0.41,2.8,2.9,101.75,65.57,65.57,18.84,1.85,2.0,Bulk LPG (propane or butane),Bulk LPG (propane or butane),81.2,0.0,1.0,0.1,30.0,81.2,1.0,15.0,1.0,1.0,0.0,3.0,100.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,381.119,162.0,0.6,0.9,50.0,1053.285,175.0,4372.897,2843.87,472.5,4810.187,8460.763,677.262,112.525,1014.512,1784.4520000000002,65.57,2.43,57.28,2.66,1.7228485697139417,0.15,65.57,10.0,15605.963,2313.178,0.0,853.563,0.0,2544.496,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2544.496,3935.6073,1,2
103896,1890,E2,362.16,75.05,2.1,2.3,0.53,2.88,3.0,45.26,46.51,46.51,7.0,1.85,2.0,Mains Gas,Mains Gas,79.2,0.0,0.95,0.0,0.0,79.2,0.95,1.0,28.0,0.0,1.0,1.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,1.0,278.361,135.0,0.6,1.3,30.0,677.326,175.0,3184.139,1828.78,472.5,3502.553,19274.223,435.52099999999996,112.525,646.38,3556.97,28.28,2.35,28.54,2.17,1.7228485697139417,0.15,28.28,0.0,22335.881,0.0,777.395,0.0,499.865,0.0,2098.967,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865.7251,5,6
5450,1978,F ,404.75,85.38,1.1,0.4,0.49,4.8,3.0,55.04,44.1,44.87,9.46,4.15,2.0,Solid Multi-Fuel,Solid Multi-Fuel,55.0,0.0,1.0,0.0,0.0,55.0,1.0,1.0,28.0,1.0,0.0,3.0,0.0,2.0,0.0,0.3,2.0,3.0,1.0,0.0,301.704,100.0,0.6,1.3,36.02690780767571,628.002,130.0,5763.656,1695.605,351.0,6340.022,23042.307999999997,403.805,83.59,2126.7889999999998,7729.647,44.1,2.43,41.28,2.68,1.7228485697139417,0.15,44.1,37.0,28627.959,0.0,1158.748,0.0,745.075,0.0,3128.62,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187.2904,9,10
300109,2003,C3,212.76,75.6,0.55,0.4,0.29,3.1,3.0,41.6,37.8,37.8,13.55,1.62,2.0,Mains Gas,Mains Gas,79.6,0.0,0.95,0.1,30.0,79.6,0.95,15.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,279.607,120.0,0.6,1.3,35.0,610.65,175.0,3932.885,1648.755,472.5,4326.174,7525.45,392.648,112.525,798.3760000000001,1388.7879999999998,37.8,2.45,37.8,2.74,1.7228485697139417,0.15,37.8,21.0,13475.421999999999,1915.569,0.0,706.845,0.0,2107.126,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.126,3539.5965,5,6
326530,2005,D1,231.35,54.01,0.58,0.36725945189039244,0.4497739547909615,2.5,1.31,71.38,69.3419703940788,65.73496099219847,13.44,1.76,1.0,Mains Gas,Mains Gas,73.0,0.0,0.95,0.1,90.0,73.0,0.95,2.0,1.0,0.0,0.0,7.0,100.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,228.768,113.0,0.6,1.3,20.0,487.44,175.0,4895.634,1316.088,472.5,5385.196999999999,4900.6359999999995,313.42400000000004,112.525,993.814,904.39,54.01,2.96,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,62.99894667559103,0.0,10394.909,381.711,0.0,77.487,0.0,419.88199999999995,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,419.88199999999995,4406.0706,5,6
258407,2002,E1,329.97,110.68166110740476,0.55,0.36,1.0,2.7,3.0,67.84,60.54,56.32,10.6,1.85,2.0,Electricity,Electricity,85.59177863812343,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,3.0,100.0,3.0,0.0,0.3,3.0,4.0,0.0,0.0,360.26800000000003,144.0,0.6,1.0,40.0,930.1669999999999,0.0,2851.788,2511.451,0.0,7699.828,26956.541,598.097,0.0,1833.7,6419.65,56.32,2.44,56.32,2.63,1.7228485697139417,0.15,35.2,17.0,13765.858999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566.6092,2,3
308205,1945,E1,332.82,123.81,0.46,0.13,0.58,3.59,3.0,138.66,123.81,123.81,29.79,3.7,1.0,Heating Oil,Heating Oil,70.0,0.0,0.95,0.1,50.0,70.0,0.95,15.0,28.0,1.0,0.0,1.0,100.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,383.029,106.0,0.6,1.3,30.0,944.191,230.0,4809.42,2549.3160000000003,621.0,5290.361999999999,25766.97,607.115,147.89,1308.162,6371.469,123.81,2.61,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,68.04,31.0,34042.417,3461.623,1172.665,1277.339,754.0239999999999,3807.785,3166.196,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.785,4328.478,3,4
473104,1983,B3,144.44,81.5,0.28,0.13,0.49,2.83,3.0,38.0,41.2,41.12,12.97,1.85,2.0,Mains Gas,Mains Gas,91.3,0.0,1.0,0.1,30.0,91.3,1.0,8.0,1.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,292.982,96.0,0.6,0.9,50.0,735.5369999999999,175.0,3245.5759999999996,1985.95,472.5,3570.134,4196.529,472.95,112.525,658.852,774.45,40.3,2.4,41.2,2.66,1.7228485697139417,0.15,41.2,0.0,9261.183,1290.0439999999999,0.0,505.69699999999995,0.0,1548.0529999999999,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0529999999999,2921.0184,5,6
36681,2005,B3,128.46,83.44,0.37,0.36725945189039244,0.4497739547909615,2.7,2.4825145029005777,38.76,69.3419703940788,65.73496099219847,13.25,2.8088257651531006,1.0,Mains Gas,Mains Gas,90.0,0.0,0.95,0.1,100.0,90.0,0.95,28.0,1.0,0.0,0.0,7.0,100.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,297.384,126.55955006616686,0.0,0.0,36.02690780767571,700.3330000000001,175.0,2318.785,1890.899,472.5,2550.6639999999998,4706.695,450.314,112.525,470.713,868.5989999999999,83.44,2.41,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,62.99894667559103,14.0,7879.419,406.48699999999997,0.0,261.371,0.0,1097.515,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.515,2086.9065,5,6
235320,1960,C2,182.21,113.43,0.62,0.13,0.32,2.71,1.48,70.35,42.64,69.41,27.99,2.97,2.0,Mains Gas,Mains Gas,77.2,0.0,0.95,0.1,33.0,77.2,0.95,6.0,1.0,1.0,0.0,2.0,100.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,361.93,130.0,0.6,0.9,35.0,629.5790000000001,175.0,4803.469,1699.8629999999998,472.5,5283.816,10596.306,404.819,112.525,975.1039999999999,1955.5,69.41,2.42,44.02,2.54,1.7228485697139417,0.15,42.64,77.0,17618.491,2377.438,0.0,858.255,0.0,2615.1820000000002,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.1820000000002,4323.1221,5,6
532487,1930,G ,483.76,97.6,2.1,1.23,0.69,3.55,3.0,68.37,91.48,97.6,24.64,1.85,1.0,Mains Gas,Mains Gas,65.0,0.0,0.95,0.1,30.0,65.0,0.95,8.0,28.0,2.0,0.0,2.0,84.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,328.535,130.0,0.6,1.3,60.0,854.415,175.0,4459.689,2306.9210000000003,472.5,4905.657999999999,29570.065,549.389,112.525,905.317,5457.021,97.6,2.46,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,40.63,6.0,39477.722,6152.963000000001,953.778,2411.9610000000002,613.279,7383.556,2575.201,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7383.556,4013.7201,5,6
554306,1977,C1,174.34,100.43,1.77,0.4,0.62,2.73,3.0,31.72,58.29,40.63,20.45,4.06,3.0,Heating Oil,Heating Oil,95.0,0.0,1.0,0.1,30.0,95.0,1.0,8.0,1.0,1.0,0.0,1.0,100.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,334.6,98.0,0.6,0.9,30.0,802.1469999999999,230.0,3516.488,2165.797,621.0,3868.137,7843.9980000000005,515.781,147.89,956.485,1939.6070000000002,39.71,2.43,40.63,2.7,1.7228485697139417,0.15,58.29,23.0,14188.565,2509.0229999999997,0.0,983.5369999999999,0.0,3010.828,0.0,1.0,20.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.828,3164.8392,3,4
157694,2002,C3,223.88,126.9,0.27,0.18,0.41,2.76,3.0,94.03,126.94,126.94,32.06,7.88,1.0,Heating Oil,Heating Oil,85.0,0.0,0.95,0.1,55.0,85.0,0.95,6.0,28.0,1.0,0.0,6.0,100.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,389.17699999999996,119.0,0.6,1.17,35.0,864.681,230.0,5962.243,2334.639,621.0,6558.467,16247.441,555.99,147.89,1621.73,4017.5490000000004,126.9,2.55,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,67.3,49.0,24238.332000000002,2411.007,0.0,870.3739999999999,0.0,-589574.676952698,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-589574.676952698,5366.0187,3,4
234790,2002,C2,180.17,117.66,0.6678816751606395,0.13,0.44,3.1,3.02,120.58,58.83,58.83,23.88,3.7,2.0,Mains Gas,Mains Gas,78.1,0.0,1.0,0.1,20.0,78.1,1.0,2.0,1.0,1.0,0.0,2.0,100.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,370.569,110.0,0.6,0.9,25.0,1019.4060000000001,175.0,4776.516,2752.3959999999997,472.5,5254.168000000001,-3410476.77601325,655.4780000000001,112.525,969.633,1636.71,58.83,2.65,58.83,2.66,1.7228485697139417,0.15,58.83,8.0,17531.813000000002,3498.278,0.0,710.15,0.0,3848.1059999999998,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3848.1059999999998,4298.8644,5,6
568349,1850,F ,419.69,252.35,2.02,1.29,0.65,2.0,3.0,217.6,110.51,99.93,26.03,5.84,3.0,Electricity,Electricity,100.0,0.0,1.0,0.1,50.0,100.0,0.95,15.0,1.0,4.0,1.0,0.0,100.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,590.788,126.55955006616674,0.5962461402734408,1.1023797970887066,36.02690780767534,1776.418,0.0,44219409.036000006,4796.329000000001,0.0,119392404.39700001,-109387863.941,1142.237,0.0,28433080.01,-26050517.228,99.49,2.25,99.93,2.46,52.93,0.15,29.13,44.0,-5295954.602,-9003116.374,0.0,-3322149.942,0.0,-9903428.011,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9903428.011,39797468.1324,2,3
566278,2006,C2,187.06,106.46,0.37,0.16,0.34,2.2,3.0,91.73,53.88,53.88,15.47,2.0,2.0,Mains Gas,Mains Gas,73.0,0.0,1.0,0.1,20.0,73.0,1.0,2.0,1.0,1.0,0.0,4.0,91.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,347.392,95.0,0.6,0.9,30.0,869.525,175.0,4693.081,2347.718,472.5,5162.389,8489.76,559.105,112.525,952.695,1566.747,53.88,2.41,52.58,2.67,1.7228485697139417,0.15,52.58,19.0,16585.633,3130.063,0.0,635.403,0.0,3443.0690000000004,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3443.0690000000004,4223.7729,5,6
196259,2007,C2,192.39,266.0,0.37,0.26,0.31,3.1,3.0,161.0,266.0,266.0,49.45,3.7,1.0,Heating Oil,Heating Oil,85.5,0.0,0.95,0.1,60.0,85.5,0.95,15.0,28.0,1.0,0.0,3.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,0.0,100.0,0.6,0.9,35.0,2040.5520000000001,230.0,5601.795999999999,5509.49,621.0,6161.976,33813.8,1312.075,147.89,1523.6889999999999,8361.23,266.0,2.66,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,266.0,30.0,43234.524000000005,4622.358,0.0,1705.65,0.0,5084.594,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5084.594,5041.6164,3,4
97533,1983,D2,275.94,169.61,0.25,0.13,0.57,2.8,2.65,135.18,169.61,169.61,26.5,9.22,1.0,Heating Oil,Heating Oil,65.0,0.0,1.0,0.1,30.0,65.0,1.0,15.0,28.0,1.0,0.0,3.0,100.0,3.0,0.0,0.6,1.0,1.0,1.0,0.0,468.342,110.0,0.6,0.9,30.0,1530.73,230.0,7280.434,4132.971,621.0,8008.477,27431.289,984.2589999999999,147.89,1980.2779999999998,6783.01,169.61,2.78,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,169.61,0.0,39982.18,6003.481,0.0,2215.284,0.0,6603.829000000001,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6603.829000000001,6552.3906,3,4
466937,1952,B3,142.46,76.34,0.27,0.13,0.79,2.0,3.0,59.5,40.64,40.65,14.28,2.68,2.0,Mains Gas,Mains Gas,90.2,0.0,1.0,0.1,74.4,90.2,1.0,8.0,1.0,0.0,1.0,2.0,100.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,281.269,96.0,0.6,0.9,30.0,344.48400000000004,175.0,3309.4509999999996,930.107,472.5,3640.3959999999997,5084.517,221.503,112.525,671.819,938.324,35.7,2.4,40.64,2.62,1.7228485697139417,0.15,40.64,100.0,9073.879,622.656,0.0,244.081,0.0,747.187,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,747.187,2978.5059,5,6
68852,2008,B1,93.68,115.55,0.24,0.12,0.2,1.62,3.0,101.9,61.5,61.0,20.26,1.68,2.0,Mains Gas,Mains Gas,91.2,2.0,0.95,0.1,72.0,91.2,0.95,2.0,1.0,0.0,0.0,7.0,100.0,3.0,0.44,0.0,3.0,1.0,1.0,1.0,366.249,255.0,0.82,1.0,50.0,521.419,175.0,1287.697,1407.8310000000001,472.5,1416.467,6640.3,335.272,112.525,261.402,1225.437,61.5,2.44,54.05,2.77,1.7228485697139417,0.15,61.5,100.0,8827.5,806.748,0.0,163.77,0.0,887.423,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,887.423,1158.9273,5,6
22371,2006,C1,166.07,131.5,0.37,0.19,0.39,1.9,3.0,165.68,64.02,65.75,18.47,3.7,2.0,Heating Oil,Heating Oil,86.0,1.0,1.0,0.1,30.0,86.0,1.0,15.0,28.0,1.0,0.0,5.0,100.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,398.231,200.0,0.6,0.9,25.0,593.394,230.0,3049.96,1602.164,621.0,3354.9559999999997,10097.657,381.55199999999996,147.89,829.5889999999999,2496.875,65.75,2.44,65.75,2.69,1.7228485697139417,0.15,32.34,100.0,17067.551,2923.901,1090.608,1078.9189999999999,701.2610000000001,3216.2909999999997,2944.6420000000003,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.2909999999997,2744.9640000000004,3,4
662872,2002,C1,166.07,161.43,0.55,0.17,0.41,2.79,2.91,120.9,94.52,93.77,23.94,4.94,2.0,Mains Gas,Mains Gas,90.4,0.0,0.95,0.1,30.0,90.4,0.95,8.0,1.0,1.0,0.0,6.0,100.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,454.05400000000003,117.0,0.6,1.3,40.0,845.005,175.0,5993.279,2281.514,472.5,6592.607,-3410476.77601325,543.3380000000001,112.525,1216.636,2391.494,93.77,2.42,67.66,2.65,1.7228485697139417,0.15,67.66,84.0,22542.072,3748.027,0.0,1469.227,0.0,4497.6320000000005,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4497.6320000000005,5393.9511,5,6
23132,2008,C2,183.49,87.31,0.26,0.21,0.24,1.7,3.0,52.66,15.84,87.31,17.92,2.1,1.0,Mains Gas,Mains Gas,78.6,0.0,1.0,0.1,20.0,78.6,1.0,2.0,1.0,1.0,0.0,5.0,100.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,306.02299999999997,135.0,0.6,0.9,34.0,460.964,175.0,3689.7659999999996,1244.603,472.5,4058.743,7129.053000000001,296.4,112.525,749.0219999999999,1315.634,87.31,2.62,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,15.84,83.0,13636.705,2830.018,0.0,574.494,0.0,3113.02,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3113.02,3320.7894,5,6
224443,1997,B3,130.04,195.8,0.6678816751606395,0.34,0.47,3.1,3.0,207.5,75.9,74.0,30.53,3.7,3.0,Heating Oil,Heating Oil,85.59177863812343,0.0,0.95,0.1,60.0,92.8,0.95,15.0,1.0,0.0,1.0,2.0,100.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,511.539,200.0,0.6,0.9,50.0,883.547,230.0,3698.115,2385.577,621.0,4067.927,15815.202,568.121,147.89,1005.887,3910.6679999999997,74.0,2.7,74.0,2.6,47.8,0.15,65.1,100.0,21537.436,2348.3179999999998,0.0,866.529,0.0,2583.15,0.0,1.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2583.15,3328.3035,3,4
606928,2005,C1,154.57,199.83,0.37,0.2,0.34,2.1,2.73,189.18,101.33,101.33,32.97,5.7,2.0,Heating Oil,Heating Oil,79.0,0.0,0.95,0.1,30.0,79.0,0.95,15.0,1.0,1.0,0.0,4.0,95.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,517.852,245.0,0.6,1.17,50.0,1803.4660000000001,230.0,4893.201,4869.358,621.0,5382.521,15658.407,1159.629,147.89,1330.951,3871.897,101.33,2.68,98.5,2.84,1.7228485697139417,0.15,101.33,0.0,25120.997000000003,3959.415,0.0,1461.024,0.0,4355.357,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4355.357,4403.8809,3,4
409389,2005,C2,179.99,88.02,0.24,0.14,0.37,3.1,3.03,79.19,47.8,43.8,10.15,3.89,2.0,Heating Oil,Heating Oil,85.5,0.0,0.95,0.1,30.0,85.5,0.95,15.0,1.0,1.0,0.0,6.0,100.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,307.60200000000003,87.0,0.6,1.3,40.0,512.375,230.0,4580.707,1383.4129999999998,621.0,5038.778,6764.496,329.457,147.89,1245.952,1672.675,43.8,2.46,44.22,2.65,1.7228485697139417,0.15,44.22,71.0,13322.042,1849.418,0.0,682.435,0.0,2034.36,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.36,4122.6363,3,4
189882,1975,E2,373.82,95.82,1.16,0.47,0.48,3.1,3.0,73.9,57.48,57.48,14.76,4.6,2.0,Heating Oil,Heating Oil,70.0,0.0,0.95,0.1,30.0,70.0,0.95,6.0,28.0,2.0,0.0,9.0,100.0,3.0,0.0,0.6,1.0,1.0,0.0,0.0,324.714,95.0,0.6,1.3,36.02690780767571,540.485,100.0,5818.18,1459.31,270.0,6399.9980000000005,18519.445,347.532,64.3,1582.545,4579.354,57.44,2.46,38.38,2.72,1.7228485697139417,0.15,38.38,75.0,29145.505,4146.61,1704.371,1496.9260000000002,1095.911,4561.271,4601.802,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4561.271,5236.362,3,4
489352,2002,C3,212.18,85.73,0.55,0.4,0.41,2.8,3.0,78.0,43.7,42.76,14.69,1.85,2.0,Mains Gas,Mains Gas,85.59177863812343,0.0,0.95,0.1,30.0,90.4,0.95,6.0,1.0,1.0,0.0,6.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,1.0,302.534,72.0,0.6,1.3,70.0,657.6560000000001,175.0,4467.741,1775.671,472.5,4914.515,8361.338,422.87300000000005,112.525,906.951,1543.047,42.03,2.42,43.7,2.65,1.7228485697139417,0.15,43.7,30.0,15319.926000000001,2418.313,0.0,873.0110000000001,0.0,2660.1440000000002,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.1440000000002,4020.9669,5,6
553195,2004,C2,199.44,135.52,0.55,0.13,0.41,2.2,2.6,101.56,135.52,135.52,25.34,1.85,1.0,Heating Oil,Heating Oil,85.5,0.0,0.95,0.1,60.0,85.5,0.95,15.0,28.0,1.0,1.0,8.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,0.0,406.04,117.0,0.6,1.0,30.0,739.956,230.0,3148.469,1997.881,621.0,3463.316,15730.21,475.792,147.89,856.3839999999999,3889.652,135.52,2.62,33.80961792358471,1.683574714942973,1.7228485697139417,0.15,135.52,79.0,21627.229,2150.325,1058.288,793.47,680.4789999999999,2365.3579999999997,2857.3779999999997,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.3579999999997,2833.6221,3,4
208443,1975,E1,316.82,110.68166110740476,2.4,0.4,0.65,2.89,3.0,78.78,46.8,46.8,19.17,1.85,2.0,Mains Gas,Mains Gas,78.0,0.0,0.95,0.1,60.0,78.0,0.95,2.0,28.0,0.0,0.0,3.0,100.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,319.813,100.0,0.6,1.3,30.0,464.60699999999997,175.0,3482.993,1254.4389999999999,472.5,3831.292,-3410476.77601325,298.742,112.525,707.048,3530.534,46.8,2.45,46.8,2.7,1.7228485697139417,0.15,46.8,90.0,24769.523999999998,2386.541,868.5889999999999,484.468,558.503,2625.195,2345.19,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.195,3134.6937,5,6
326699,1982,D2,291.14,111.6,1.08,0.49,0.52,2.8,3.0,94.27,59.1,58.5,19.7,3.07,2.0,Mains Gas,Mains Gas,78.0,0.0,0.95,0.1,30.0,78.0,0.95,8.0,1.0,2.0,0.0,5.0,100.0,2.0,0.0,0.6,1.0,1.0,1.0,1.0,358.108,110.0,0.6,1.0,30.0,669.7810000000001,175.0,4719.823,1808.4089999999999,472.5,5191.805,19254.343,430.66900000000004,112.525,958.1239999999999,3553.301,59.1,2.41,52.5,2.65,1.7228485697139417,0.15,52.5,67.0,27872.412999999997,4803.861,0.0,1883.114,0.0,5764.633000000001,0.0,0.0,2.9822824564912986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5764.633000000001,4247.8407,5,6
